model,task_order,noise_condition,experiment,myth_topic,game_params_name,round,agent,n_tokens,n_types,ttr,entropy_bits,mean_sentence_length,n_sentences
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_2,204,130,0.6372549019607843,6.636581573485263,11.277777777777779,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,10,Agent_1,213,132,0.6197183098591549,6.596254548003326,11.777777777777779,18
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_1,208,124,0.5961538461538461,6.543525365899242,18.90909090909091,11
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,1,Agent_2,211,126,0.5971563981042654,6.516771464809028,15.071428571428571,14
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_2,213,139,0.6525821596244131,6.781007578851059,16.307692307692307,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,2,Agent_1,210,143,0.680952380952381,6.827131501447835,16.076923076923077,13
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_1,210,143,0.680952380952381,6.792684221749852,13.933333333333334,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,3,Agent_2,208,149,0.7163461538461539,6.916272158534607,13.8,15
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_2,212,155,0.7311320754716981,7.043912289984456,13.1875,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,4,Agent_1,221,154,0.6968325791855203,7.026830967091023,13.75,16
anthropic/claude-sonnet-4.5,myth_game,no_noise,,anything,,5,Agent_1,210,156,0.7428571428571429,7.056440920106982,14.928571428571429,14
